timestamp,elapsed_seconds,p99_latency,cpu_cores,replicas
1782288756,0,nan,0.0003452170780048401,1.0
1782288771,15,nan,0.017889559090424705,1.0
1782288786,30,4.124999999999995,0.021633013979897565,1.0
1782288801,45,2.110000000000016,0.40299076770276043,1.0
1782288816,60,0.24998958333333332,0.952719607674438,1.0
1782288831,75,0.24888269794721407,0.7133326924366784,1.0
1782288846,90,0.24845074626865674,0.8421042740402518,1.0
1782288861,105,0.24844907407407407,0.7684284109322675,1.0
1782288876,120,0.24846265560165975,0.7600709759188843,1.0
1782288891,135,0.24905731225296443,0.7393983718429769,1.0
1782288906,150,0.24903488372093024,0.8197612542284669,1.0
1782288921,165,0.2495763358778626,0.783136928686861,1.0
1782288936,180,0.4024999999999995,0.8336809648890282,2.0
1782288951,195,0.4982692307692309,0.9904310352040602,2.0
1782288966,210,0.49781204335794815,0.9592921647801729,2.0
1782288981,225,0.48284036665850494,1.0783636390572182,2.0
1782288996,240,0.37624827619893586,0.9784471068186362,2.0
1782289011,255,0.32489610977649624,1.002878422765747,2.0
1782289026,270,0.24947768869399414,1.0521419449824974,2.0
1782289041,285,0.24978135877001367,1.4288100038896823,2.0
1782289056,300,,1.8753037168684763,2.0
1782289071,315,,1.8886965152191197,2.0
1782289086,330,,2.003936155425386,2.0
1782289101,345,,2.0163097688311264,3.0
1782289116,360,,1.9983439986596685,3.0
1782289131,375,,2.5232439939245372,3.0
1782289146,390,0.4852500000000001,2.7140414654132314,3.0
1782289161,405,0.49698529411764714,2.875006918846796,3.0
1782289176,420,0.4969852941176471,2.892332577053257,3.0
1782289191,435,0.5450000000000006,2.8811056021870987,3.0
1782289206,450,,3.00731156624466,5.0
1782289221,465,,2.7274035502457212,5.0
1782289236,480,,3.358669810224278,5.0
1782289251,495,,3.425605495997753,5.0
1782289266,510,0.4871263657388947,3.4881080927326256,5.0
1782289281,525,0.4798455574572022,3.4243312393875445,5.0
1782289296,540,0.4643225278206551,2.787613808429331,5.0
1782289311,555,0.420222665459726,1.9100555821495462,5.0
1782289326,570,0.44421408625655506,1.2518990799037932,5.0
1782289341,585,0.436983483498429,0.9224439677958913,5.0
1782289356,600,0.4414782503653505,0.9727281428092589,5.0
1782289371,615,0.4115477677258159,0.7098683244719154,5.0
1782289386,630,0.4429920035493875,0.4629536617015002,5.0
1782289401,645,0.2485,0.09350935868617924,5.0
1782289416,660,nan,0.00207855751516227,5.0
1782289431,675,nan,0.002010986453976596,5.0
1782289446,690,nan,0.0020687406697240404,5.0
1782289461,705,nan,0.001905301053775372,5.0
1782289476,720,nan,0.0018903150441103413,5.0
1782289491,735,nan,0.0019478454174583209,5.0
1782289506,750,nan,0.0017741797425007365,5.0
1782289521,765,nan,0.0019057308984694473,5.0
1782289536,780,nan,0.0015356323038290124,5.0
1782289551,795,nan,0.0016570249945796582,5.0
1782289566,810,nan,0.0017121336030585439,4.0
1782289581,825,nan,0.0016018140532093944,4.0
1782289596,840,nan,0.0016207812109894789,4.0
1782289611,855,nan,0.0013556266748172984,4.0
1782289626,870,nan,0.0012289280907600423,2.0
1782289641,885,nan,0.0011478411059440063,2.0
1782289656,900,nan,0.0009078186418454413,2.0
1782289671,915,nan,0.0007737346929256681,2.0
1782289686,930,nan,0.0006646234416983266,1.0
1782289701,945,nan,0.0006640617720876458,1.0
1782289716,960,nan,0.0005349068404433868,1.0
