timestamp,elapsed_seconds,p99_latency,cpu_cores,replicas
1781895960,0,nan,0.0003003980993942553,1.0
1781895975,15,nan,0.07093828019116916,1.0
1781895990,30,0.24846341463414634,0.08973934537246084,1.0
1781896005,45,0.24848928571428572,0.4601345367027697,1.0
1781896020,60,0.24910878661087865,0.8506895994614605,1.0
1781896035,75,0.2489806338028169,0.9975438023162482,1.0
1781896050,90,0.24890327868852458,0.9974612281156298,1.0
1781896065,105,0.24836458333333333,0.9678297515539286,1.0
1781896080,120,0.2483293103448276,0.9175508893759821,1.0
1781896095,135,0.3895833333333332,0.805610378188216,2.0
1781896110,150,0.3765727920939174,0.8750110186719746,2.0
1781896125,165,0.3818484738179281,0.876869486983819,2.0
1781896140,180,0.24836414081613345,1.0515763644142018,2.0
1781896155,195,0.2484318860234574,0.9569430417035598,2.0
1781896170,210,0.24845585213428698,1.0629479051337087,2.0
1781896185,225,0.24846132519124814,0.9640062696543727,2.0
1781896200,240,0.24846653189389498,1.0239524234124961,2.0
1781896215,255,0.2484773375976346,1.034858974200335,2.0
1781896230,270,0.24848165044072185,1.1491726622059149,2.0
1781896245,285,0.24880368356549656,1.4061667542801097,2.0
1781896260,300,0.24880941430428696,1.6199161047089103,2.0
1781896275,315,0.24930883215981062,1.913090203982064,2.0
1781896290,330,0.24996938775510202,1.9907256557958324,2.0
1781896305,345,0.3387499999999982,1.9953442612214793,3.0
1781896320,360,,2.273444629815729,3.0
1781896335,375,,2.3268724657911353,3.0
1781896350,390,,2.8226354857815723,3.0
1781896365,405,,2.942437425091369,3.0
1781896380,420,,2.6390977702718525,3.0
1781896395,435,,2.987521479256672,3.0
1781896410,450,,2.9834882218172316,3.0
1781896425,465,,2.9822602561399245,5.0
1781896440,480,,2.81252894116983,5.0
1781896455,495,,3.117276926867726,5.0
1781896470,510,0.473993258584504,3.4401827835114913,5.0
1781896485,525,0.45519507916411894,3.3708052549577965,5.0
1781896500,540,0.4623328186564625,2.86435930223265,5.0
1781896515,555,0.3505011041508479,2.7615283425901924,5.0
1781896530,570,0.2496336393012115,2.3871872344570826,5.0
1781896545,585,0.3812007583947238,2.073168109481512,5.0
1781896560,600,0.3786706665730851,1.4825910074156277,5.0
1781896575,615,0.44214312848904447,1.3251675605449182,5.0
1781896590,630,0.4501659190709634,1.1867502221003727,5.0
1781896605,645,0.4513673403470854,1.2166669877620677,5.0
1781896620,660,0.4377798070775357,0.9175063481284311,5.0
1781896635,675,0.4174549056814373,0.48693091377624226,5.0
1781896650,690,0.24831222291000954,0.07646747135056703,5.0
1781896665,705,nan,0.0017084670504005125,5.0
1781896680,720,nan,0.001479542666211914,5.0
1781896695,735,nan,0.0017107825380537627,5.0
1781896710,750,nan,0.0015631299056625438,5.0
1781896725,765,nan,0.001718085946203871,5.0
1781896740,780,nan,0.001719415797021024,5.0
1781896755,795,nan,0.0015683389985101637,5.0
1781896770,810,nan,0.0015505184735322781,5.0
1781896785,825,nan,0.0017109380571023484,5.0
1781896800,840,nan,0.0017240310541993468,5.0
1781896815,855,nan,0.001893832825370591,5.0
1781896830,870,nan,0.0018218263894348953,5.0
1781896845,885,nan,0.0016489521044028978,4.0
1781896860,900,nan,0.0012325875315415697,4.0
1781896875,915,nan,0.0012869508478530313,4.0
1781896890,930,nan,0.0012019827203390945,4.0
1781896905,945,nan,0.0011644434619288789,2.0
1781896920,960,nan,0.0006335410764258049,2.0
1781896935,975,nan,0.0006193748102523628,2.0
1781896950,990,nan,0.0006136039187052079,2.0
1781896965,1005,nan,0.0005547374308914217,1.0
